ensembl,FC,padj,gene
ENSG00000234446.3,-3.296048244,0.034432597,AC068489.1
ENSG00000260852.1,-3.292243484,0.139825901,FBXL19-AS1
ENSG00000261094.2,-3.292243484,0.139825901,AC007066.2
ENSG00000182257.8,-3.292243484,0.139825901,PRR34
ENSG00000215417.13,-3.292004574,0.136991749,MIR17HG
ENSG00000272425.1,-3.291800077,0.135533645,AC009902.3
ENSG00000268592.3,-3.291624784,0.13555448,AL355312.3
ENSG00000263731.1,-3.291049679,0.007454609,AC145207.5
ENSG00000180525.12,-3.291010745,0.007636001,PRR26
ENSG00000160957.13,-3.290295198,1.01E-62,RECQL4
ENSG00000236013.7,-3.290234609,0.000402692,AL357146.1
ENSG00000109674.4,-3.290202337,1.09E-10,NEIL3
ENSG00000134160.13,-3.289358993,5.65E-93,TRPM1
ENSG00000159761.15,-3.288879066,0.031295206,C16orf86
ENSG00000180385.8,-3.288788194,0.032016801,EMC3-AS1
ENSG00000159247.13,-3.285954464,0.002191712,TUBBP5
ENSG00000254827.6,-3.285697712,0.137414829,SLC22A18AS
ENSG00000279943.1,-3.285697712,0.137414829,AC110771.1
ENSG00000261351.2,-3.285642472,0.153270621,AC116913.1
ENSG00000274825.1,-3.285571699,0.13597921,AL023803.2
ENSG00000273124.1,-3.284882734,0.14040685,AL365434.2
ENSG00000160201.11,-3.28472883,3.91E-07,U2AF1
ENSG00000232977.7,-3.284514996,0.144336525,LINC00327
ENSG00000136492.8,-3.278532698,5.24E-27,BRIP1
ENSG00000164104.12,-3.27338926,2.36E-111,HMGB2
ENSG00000259917.1,-3.272704258,0.287026267,HNRNPLP2
ENSG00000219410.6,-3.272704258,0.287026267,AC125494.1
ENSG00000231714.1,-3.272704258,0.287026267,AL513348.1
ENSG00000233987.2,-3.272704258,0.287026267,AC106706.1
ENSG00000277654.6,-3.272704258,0.287026267,AC087633.2
ENSG00000250072.6,-3.272218133,0.282424315,SH3TC2-DT
ENSG00000286057.1,-3.272218133,0.282424315,FP671120.9
ENSG00000258568.1,-3.272218133,0.282424315,RHOQP1
ENSG00000285713.1,-3.272218133,0.282424315,AC098588.2
ENSG00000227632.2,-3.272218133,0.282424315,AC018804.1
ENSG00000278993.1,-3.272218133,0.282424315,AC002350.2
ENSG00000260742.1,-3.272218133,0.282424315,AC009962.1
ENSG00000275491.1,-3.272218133,0.282424315,LINC01730
ENSG00000273004.1,-3.272218133,0.282424315,AL078644.2
ENSG00000229619.4,-3.272218133,0.282424315,MBNL1-AS1
ENSG00000260778.5,-3.272218133,0.282424315,AC009065.4
ENSG00000105369.9,-3.272218133,0.282424315,CD79A
ENSG00000172243.17,-3.272218133,0.282424315,CLEC7A
ENSG00000186226.9,-3.272218133,0.282424315,LCE1E
ENSG00000205482.9,-3.272218133,0.282424315,SPDYE18
ENSG00000215492.6,-3.272218133,0.282424315,HNRNPA1P7
ENSG00000221994.10,-3.272218133,0.282424315,ZNF630
ENSG00000226314.8,-3.272218133,0.282424315,ZNF192P1
ENSG00000228476.2,-3.272218133,0.282424315,CSTP1
ENSG00000233926.1,-3.272218133,0.282424315,AL591368.1
ENSG00000237082.1,-3.272218133,0.282424315,COX5BP6
ENSG00000240291.1,-3.272218133,0.282424315,AL450384.2
ENSG00000244128.7,-3.272218133,0.282424315,LINC01322
ENSG00000256407.2,-3.272218133,0.282424315,AL357673.1
ENSG00000260954.1,-3.272218133,0.282424315,AL133297.1
ENSG00000269982.1,-3.272218133,0.282424315,AC018809.2
ENSG00000270316.1,-3.272218133,0.282424315,BORCS7-ASMT
ENSG00000272764.1,-3.272218133,0.282424315,AL596094.1
ENSG00000278356.1,-3.272218133,0.282424315,AC005911.1
ENSG00000284512.1,-3.272218133,0.282424315,AC092718.8
ENSG00000286017.1,-3.272218133,0.282424315,AC011322.1
ENSG00000287310.1,-3.272218133,0.282424315,AL133445.3
ENSG00000245205.3,-3.271730854,0.287232156,EEF1A1P4
ENSG00000231181.1,-3.271730854,0.287232156,AL954705.1
ENSG00000283236.1,-3.271730854,0.287232156,AC074141.1
ENSG00000113368.12,-3.270375294,1.52E-142,LMNB1
ENSG00000159055.4,-3.265542965,9.74E-28,MIS18A
ENSG00000119403.15,-3.262092224,2.47E-59,PHF19
ENSG00000164294.14,-3.262028103,9.46E-43,GPX8
ENSG00000235448.3,-3.261619337,1.79E-06,LURAP1L-AS1
ENSG00000123095.6,-3.258343842,0,BHLHE41
ENSG00000123560.14,-3.25756563,0,PLP1
ENSG00000185480.11,-3.254738857,8.04E-19,PARPBP
ENSG00000139734.19,-3.250624197,1.33E-35,DIAPH3
ENSG00000165480.16,-3.250450952,5.97E-38,SKA3
ENSG00000109084.14,-3.249222803,6.31E-54,TMEM97
ENSG00000161692.18,-3.248861091,3.17E-21,DBF4B
ENSG00000116132.12,-3.247951718,3.95E-07,PRRX1
ENSG00000112742.10,-3.24725122,7.97E-39,TTK
ENSG00000184445.12,-3.242739472,6.26E-32,KNTC1
ENSG00000221817.10,-3.242434311,0.008699424,PPP3CB-AS1
ENSG00000073111.14,-3.238727317,7.38E-187,MCM2
ENSG00000135929.9,-3.238140435,9.21E-156,CYP27A1
ENSG00000239474.7,-3.228880494,0.039646625,KLHL41
ENSG00000254027.1,-3.228750566,0.03929618,AC009902.2
ENSG00000286532.1,-3.222449608,0.041971792,PARTICL
ENSG00000274897.3,-3.221800728,0.036802312,PANO1
ENSG00000079616.12,-3.219673058,6.55E-54,KIF22
ENSG00000104738.18,-3.21754673,6.42E-287,MCM4
ENSG00000146410.12,-3.213617817,2.44E-06,MTFR2
ENSG00000186871.7,-3.20519295,9.37E-12,ERCC6L
ENSG00000205592.14,-3.201423013,0.011143399,MUC19
ENSG00000253490.5,-3.198954133,0.000183209,LINC02099
ENSG00000143171.13,-3.19865677,9.88E-53,RXRG
ENSG00000143554.14,-3.196646139,2.87E-62,SLC27A3
ENSG00000154493.19,-3.19232311,5.36E-62,C10orf90
ENSG00000278619.5,-3.181417554,9.31E-07,MRM1
ENSG00000149554.13,-3.17787221,1.88E-30,CHEK1
ENSG00000269707.2,-3.177740773,0.000231895,AC018730.1
ENSG00000064393.16,-3.177428095,0,HIPK2
ENSG00000080823.23,-3.177369718,2.77E-56,MOK
ENSG00000117650.13,-3.174891507,2.12E-23,NEK2
ENSG00000230061.2,-3.169466482,1.52E-05,TRPM2-AS
ENSG00000170312.16,-3.157998741,9.24E-77,CDK1
ENSG00000137310.12,-3.154706552,1.56E-42,TCF19
ENSG00000198106.8,-3.15433276,0.160696191,AC025279.1
ENSG00000205885.7,-3.15433276,0.160696191,C1RL-AS1
ENSG00000132967.9,-3.152632295,1.69E-09,HMGB1P5
ENSG00000215014.5,-3.151837089,0.045162915,AL645728.1
ENSG00000122367.19,-3.148195256,1.41E-33,LDB3
ENSG00000285085.1,-3.148025033,0.165027571,AL662884.4
ENSG00000215022.7,-3.147923505,0.162163031,AL008729.1
ENSG00000224420.3,-3.147538631,0.162204046,ADM5
ENSG00000184012.12,-3.147538631,0.162204046,TMPRSS2
ENSG00000258464.2,-3.147538631,0.162204046,AL160237.1
ENSG00000078487.17,-3.146499935,0.000100786,ZCWPW1
ENSG00000049246.14,-3.146006693,1.58E-55,PER3
ENSG00000133119.13,-3.145210372,4.59E-69,RFC3
ENSG00000140525.17,-3.14498832,2.48E-126,FANCI
ENSG00000249806.1,-3.144437428,0.047446571,AC139720.1
ENSG00000113810.16,-3.135127815,3.01E-134,SMC4
ENSG00000165495.16,-3.133467375,1.03E-64,PKNOX2
ENSG00000166682.13,-3.133419454,2.15E-05,TMPRSS5
ENSG00000165072.10,-3.125631096,5.15E-09,MAMDC2
ENSG00000143228.13,-3.118059115,1.56E-33,NUF2
ENSG00000187741.15,-3.11634657,8.68E-33,FANCA
ENSG00000169247.12,-3.108517866,1.43E-14,SH3TC2
ENSG00000105679.9,-3.106374405,1.30E-73,GAPDHS
ENSG00000089356.18,-3.101261508,5.60E-209,FXYD3
ENSG00000132763.15,-3.096708949,7.59E-22,MMACHC
ENSG00000267683.1,-3.095239221,0.016955563,AC008991.1
ENSG00000264058.2,-3.084673005,0.055211543,AC073508.2
ENSG00000203446.2,-3.080637659,5.47E-22,AC004988.1
ENSG00000092853.14,-3.077548392,6.50E-46,CLSPN
ENSG00000131747.15,-3.074526611,1.92E-170,TOP2A
ENSG00000257303.2,-3.054233503,0.017523145,AC073896.2
ENSG00000263001.6,-3.047595044,1.94E-287,GTF2I
ENSG00000162944.11,-3.04317443,1.42E-06,RFTN2
ENSG00000005189.19,-3.043065358,2.05E-06,REXO5
ENSG00000183763.9,-3.036413516,9.33E-10,TRAIP
ENSG00000154920.14,-3.036174948,5.30E-15,EME1
ENSG00000183684.8,-3.031375874,3.12E-180,ALYREF
ENSG00000100162.15,-3.027372049,3.14E-38,CENPM
ENSG00000091651.9,-3.022105249,9.83E-31,ORC6
ENSG00000169679.15,-3.012625961,1.34E-95,BUB1
ENSG00000221829.9,-3.012271965,8.92E-29,FANCG
ENSG00000173546.7,-3.011070102,0,CSPG4
ENSG00000163535.18,-3.010951637,1.23E-46,SGO2
ENSG00000166881.10,-3.008316004,1.29E-37,NEMP1
ENSG00000148935.11,-3.007070657,0.066165973,GAS2
ENSG00000111676.15,-3.006030313,2.73E-131,ATN1
ENSG00000182195.9,-3.002833323,0.197078715,LDOC1
ENSG00000253695.2,-3.002581222,0.19491815,AC011008.1
ENSG00000173110.8,-3.002369097,0.194952974,HSPA6
ENSG00000279520.1,-3.002194096,0.197214822,AC093525.8
ENSG00000272631.1,-2.999321685,0.062536819,AC067750.1
ENSG00000143450.16,-2.9992108,0.064043125,OAZ3
ENSG00000146021.15,-2.999097211,0.066359879,KLHL3
ENSG00000239445.6,-2.998880858,1.63E-29,ST3GAL6-AS1
ENSG00000131153.9,-2.998543936,2.37E-34,GINS2
ENSG00000132434.9,-2.998377905,5.88E-38,LANCL2
ENSG00000250240.6,-2.995793208,0.202645624,AC008840.1
ENSG00000287191.1,-2.995737828,0.197765904,AC055807.1
ENSG00000169136.11,-2.995617267,5.49E-29,ATF5
ENSG00000072858.10,-2.995596998,0.195538057,SIDT1
ENSG00000260273.1,-2.995596998,0.195538057,AL359711.2
ENSG00000136982.6,-2.99559169,6.08E-36,DSCC1
ENSG00000214783.9,-2.995384616,0.195557727,POLR2J4
ENSG00000064886.14,-2.995097811,0.197902378,CHI3L2
ENSG00000287463.1,-2.99471626,0.202872398,AC110620.2
ENSG00000125931.11,-2.992385299,2.56E-20,CITED1
ENSG00000172058.15,-2.991272262,0.071812877,SERF1A
ENSG00000076248.10,-2.988992941,3.40E-47,UNG
ENSG00000234456.8,-2.985410361,1.72E-48,MAGI2-AS3
ENSG00000279069.1,-2.973395058,0.000322014,AC015813.5
ENSG00000273387.1,-2.968714529,0.002698674,AC005005.3
ENSG00000136205.17,-2.967195914,9.17E-259,TNS3
ENSG00000160949.17,-2.966686871,2.50E-41,TONSL
ENSG00000107104.18,-2.966594969,9.33E-245,KANK1
ENSG00000140682.19,-2.964977443,1.67E-18,TGFB1I1
ENSG00000132128.16,-2.961740163,1.27E-142,LRRC41
ENSG00000259985.1,-2.961051016,0.000151015,AC017100.1
ENSG00000178921.14,-2.959702667,3.32E-127,PFAS
ENSG00000237649.8,-2.958741757,1.00E-46,KIFC1
ENSG00000288012.1,-2.947539634,0.024391006,AP003307.1
ENSG00000167670.16,-2.945245279,8.97E-12,CHAF1A
ENSG00000086717.18,-2.939968539,2.38E-07,PPEF1
ENSG00000165490.13,-2.937058996,6.84E-19,DDIAS
ENSG00000111077.17,-2.935965264,4.74E-21,TNS2
ENSG00000127423.10,-2.934610133,2.26E-10,AUNIP
ENSG00000048740.18,-2.932012529,1.09E-215,CELF2
ENSG00000234602.8,-2.930100921,0.000403102,MCIDAS
ENSG00000196584.3,-2.923606828,3.78E-12,XRCC2
ENSG00000173207.13,-2.921098918,5.31E-48,CKS1B
ENSG00000134508.12,-2.916059297,0,CABLES1
ENSG00000165511.6,-2.891468387,0.031719416,C10orf25
ENSG00000197893.13,-2.891235969,0.029816786,NRAP
ENSG00000123136.15,-2.89071971,5.21E-110,DDX39A
ENSG00000150540.14,-2.888945453,1.05E-35,HNMT
ENSG00000145681.11,-2.888388419,0.001468104,HAPLN1
ENSG00000129195.16,-2.883774355,3.25E-59,PIMREG
ENSG00000011426.11,-2.883067785,1.40E-146,ANLN
ENSG00000109881.17,-2.8823213,1.10E-17,CCDC34
ENSG00000134955.11,-2.879191879,2.26E-17,SLC37A2
ENSG00000138182.14,-2.87643568,2.02E-44,KIF20B
ENSG00000101040.19,-2.872627587,5.94E-203,ZMYND8
ENSG00000185813.10,-2.87164038,2.53E-70,PCYT2
ENSG00000184661.14,-2.865169291,4.34E-58,CDCA2
ENSG00000136938.9,-2.861860245,2.40E-191,ANP32B
ENSG00000123219.13,-2.86047746,1.85E-16,CENPK
ENSG00000089101.18,-2.858358433,8.21E-27,CFAP61
ENSG00000135378.4,-2.857501387,0.405567504,PRRG4
ENSG00000204241.8,-2.857501387,0.405567504,LINC02731
ENSG00000197847.12,-2.857501387,0.405567504,SLC22A20P
ENSG00000250333.2,-2.857501387,0.405567504,AC093725.2
ENSG00000224411.3,-2.857501387,0.405567504,HSP90AA2P
ENSG00000266302.6,-2.857501387,0.405567504,AC098850.3
ENSG00000278867.1,-2.857501387,0.405567504,AC090616.6
ENSG00000286249.1,-2.857501387,0.405567504,AC016743.1
ENSG00000279821.1,-2.856858317,0.405567504,AC145098.2
ENSG00000226396.1,-2.856858317,0.405567504,AL031727.1
ENSG00000228224.3,-2.856858317,0.405567504,NACA4P
ENSG00000228247.1,-2.856858317,0.405567504,UBBP2
ENSG00000244119.1,-2.856858317,0.405567504,PDCL3P4
ENSG00000248626.1,-2.856858317,0.405567504,GAPDHP40
ENSG00000253919.1,-2.856858317,0.405567504,THAP12P7
ENSG00000255303.2,-2.856858317,0.405567504,OR5BA1P
ENSG00000271788.1,-2.856858317,0.405567504,AC008875.1
ENSG00000279464.1,-2.856858317,0.405567504,AC096720.2
ENSG00000280129.1,-2.856858317,0.405567504,AL132780.5
ENSG00000287022.1,-2.856858317,0.405567504,AC079841.2
ENSG00000245025.3,-2.855522764,6.87E-06,AC107959.1
ENSG00000268350.7,-2.855345628,1.85E-06,FAM156A
ENSG00000103490.14,-2.851657035,7.46E-19,PYCARD
ENSG00000141510.17,-2.851639513,2.16E-131,TP53
ENSG00000074219.13,-2.849641792,4.67E-29,TEAD2
ENSG00000121621.7,-2.847870528,3.69E-24,KIF18A
ENSG00000176826.15,-2.844433157,3.85E-12,FKBP9P1
ENSG00000149503.13,-2.843283504,3.51E-102,INCENP
ENSG00000161800.13,-2.841038238,1.23E-86,RACGAP1
ENSG00000138658.15,-2.840485916,2.62E-06,ZGRF1
ENSG00000237181.1,-2.8385316,5.81E-10,AC147651.4
ENSG00000271533.1,-2.833277121,0.239813615,Z83843.1
ENSG00000179571.10,-2.833277121,0.239813615,NBPF17P
ENSG00000223393.2,-2.832962572,0.235053687,AL118511.1
ENSG00000271797.1,-2.832962572,0.235053687,AC008494.3
ENSG00000237976.1,-2.832962572,0.235053687,AL391069.2
ENSG00000092969.12,-2.832900472,0.000857247,TGFB2
ENSG00000221164.1,-2.832702543,0.233829078,SNORA11F
ENSG00000250958.1,-2.832487481,0.235108829,LINC00492
ENSG00000270091.1,-2.832487481,0.235108829,AC015726.1
ENSG00000287790.1,-2.832487481,0.235108829,AC025756.1
ENSG00000159685.11,-2.832379796,7.37E-182,CHCHD6
ENSG00000244097.1,-2.832216797,0.250558646,RPS4XP17
ENSG00000268107.6,-2.832177409,0.002088065,AC003005.1
ENSG00000128652.11,-2.832095889,0.034629224,HOXD3
ENSG00000149548.15,-2.83157575,0.00031305,CCDC15
ENSG00000261485.1,-2.829964337,0.091173746,PAN3-AS1
ENSG00000124593.16,-2.828019746,0.005273979,AL365205.1
ENSG00000133466.14,-2.826079645,7.00E-32,C1QTNF6
ENSG00000277775.1,-2.825568084,0.240691107,HIST1H3F
ENSG00000280132.1,-2.825470903,0.23579582,AC026471.6
ENSG00000112530.11,-2.825470903,0.23579582,PACRG
ENSG00000151360.10,-2.825470903,0.23579582,ALLC
ENSG00000197915.6,-2.825470903,0.23579582,HRNR
ENSG00000221949.5,-2.825277095,0.234557893,LINC01465
ENSG00000262227.1,-2.825277095,0.234557893,AC004771.3
ENSG00000279865.1,-2.825277095,0.234557893,AC006511.3
ENSG00000270006.2,-2.825277095,0.234557893,AC010531.6
ENSG00000287464.1,-2.824995185,0.235904228,AC100810.7
ENSG00000205611.5,-2.821529364,0.094954993,LINC01597
ENSG00000197299.12,-2.818998703,3.97E-22,BLM
ENSG00000231367.6,-2.816110042,0.00025892,LINC02613
ENSG00000253125.1,-2.811936536,0.000151611,AC055854.1
ENSG00000042088.14,-2.810923391,5.41E-14,TDP1
ENSG00000183814.15,-2.807790422,6.02E-08,LIN9
ENSG00000196517.11,-2.806600045,2.75E-19,SLC6A9
ENSG00000203666.12,-2.804727829,0.000928603,EFCAB2
ENSG00000273145.1,-2.800219184,0.001042856,BX537318.1
ENSG00000204673.10,-2.792973491,1.43E-78,AKT1S1
ENSG00000130590.14,-2.785809298,0.000443823,SAMD10
ENSG00000063244.12,-2.776074622,5.96E-280,U2AF2
ENSG00000118322.14,-2.775853968,1.27E-42,ATP10B
ENSG00000173917.10,-2.772621318,8.30E-30,HOXB2
ENSG00000092529.24,-2.771851472,2.90E-248,CAPN3
ENSG00000286905.1,-2.771762279,0.126232813,AC108488.2
ENSG00000275713.2,-2.770935479,0.00022015,HIST1H2BH
ENSG00000168916.15,-2.769001403,1.87E-42,ZNF608
ENSG00000102934.10,-2.76552836,0.041435527,PLLP
ENSG00000169174.10,-2.76543142,0.041820818,PCSK9
ENSG00000100099.20,-2.762307831,2.46E-304,HPS4
ENSG00000168874.13,-2.757052588,9.97E-05,ATOH8
ENSG00000160072.20,-2.754903001,5.96E-44,ATAD3B
ENSG00000151612.18,-2.751320571,7.18E-24,ZNF827
ENSG00000187325.5,-2.7465435,4.04E-54,TAF9B
ENSG00000183242.11,-2.745106148,0.023954562,WT1-AS
ENSG00000026036.22,-2.744918475,0.111849248,RTEL1-TNFRSF6B
ENSG00000070950.10,-2.741621184,2.04E-25,RAD18
ENSG00000173327.8,-2.741520684,7.19E-236,MAP3K11
ENSG00000184588.18,-2.740627666,1.73E-47,PDE4B
ENSG00000288044.1,-2.736682656,0.104822636,AL096870.8
ENSG00000285077.2,-2.736473229,0.00337185,AC091057.6
ENSG00000165716.11,-2.73083435,5.49E-52,DIPK1B
ENSG00000116031.9,-2.727771976,0.1156751,CD207
ENSG00000257702.3,-2.726578071,1.20E-18,LBX2-AS1
ENSG00000259316.11,-2.725469402,1.05E-14,AC087632.2
ENSG00000125319.14,-2.722298573,1.26E-07,C17orf53
ENSG00000266074.8,-2.722081852,3.86E-43,BAHCC1
ENSG00000120334.15,-2.720899615,8.60E-18,CENPL
ENSG00000169554.21,-2.720125507,8.44E-144,ZEB2
ENSG00000261061.1,-2.712296207,0.000715286,AC092718.4
ENSG00000117362.13,-2.712054726,1.19E-172,APH1A
ENSG00000144395.18,-2.706471892,0.054695479,CCDC150
ENSG00000123096.11,-2.698250908,0.002039538,SSPN
ENSG00000074657.13,-2.696934774,2.33E-28,ZNF532
ENSG00000188549.12,-2.693525862,5.52E-09,CCDC9B
ENSG00000105997.22,-2.692919223,7.11E-05,HOXA3
ENSG00000213888.3,-2.692421893,6.00E-06,LINC01521
ENSG00000177084.17,-2.692237662,1.16E-68,POLE
ENSG00000154839.10,-2.692156364,7.96E-15,SKA1
ENSG00000099901.17,-2.691015163,0,RANBP1
ENSG00000228223.3,-2.684787189,3.10E-22,HCG11
ENSG00000139618.15,-2.682923622,4.71E-23,BRCA2
ENSG00000138346.15,-2.672767874,1.91E-09,DNA2
ENSG00000181472.5,-2.668903074,6.28E-24,ZBTB2
ENSG00000280202.1,-2.667515332,2.16E-05,AC005831.1
ENSG00000154429.11,-2.661760337,7.65E-55,CCSAP
ENSG00000132004.13,-2.660000065,8.68E-10,FBXW9
ENSG00000176422.14,-2.653529888,6.61E-19,SPRYD4
ENSG00000182628.13,-2.651556754,1.09E-67,SKA2
ENSG00000107829.15,-2.649570937,8.01E-21,FBXW4
ENSG00000101224.17,-2.648049661,2.48E-224,CDC25B
ENSG00000049618.23,-2.647126819,4.41E-118,ARID1B
ENSG00000276077.4,-2.64577387,0.071432944,CU633904.1
ENSG00000163701.19,-2.645663647,0.067206532,IL17RE
ENSG00000169607.13,-2.645127313,5.45E-32,CKAP2L
ENSG00000171792.11,-2.643584412,9.41E-29,RHNO1
ENSG00000169302.16,-2.642459673,4.46E-172,STK32A
ENSG00000241155.1,-2.640703854,0.288501149,ARHGAP31-AS1
ENSG00000162630.6,-2.640703854,0.288501149,B3GALT2
ENSG00000228107.1,-2.640703854,0.288501149,AP000692.1
ENSG00000287200.1,-2.640375332,0.285103794,AC022506.2
ENSG00000247775.2,-2.640375332,0.285103794,SNCA-AS1
ENSG00000265148.6,-2.640375332,0.285103794,TSPOAP1-AS1
ENSG00000235159.1,-2.640106592,0.285103794,AL121672.2
ENSG00000286891.1,-2.640106592,0.285103794,AC080132.1
ENSG00000201772.1,-2.639892188,0.288679364,SNORA5C
ENSG00000239556.4,-2.639892188,0.288679364,AC004951.2
ENSG00000236567.2,-2.639892188,0.288679364,TCF3P1
ENSG00000102302.8,-2.639078717,5.81E-63,FGD1
ENSG00000249264.1,-2.637359789,0.130471502,EEF1A1P9
ENSG00000259828.1,-2.637087856,0.124988233,AL355596.1
ENSG00000243679.1,-2.63695231,0.124376588,AC018638.5
ENSG00000116745.7,-2.636921331,0.001197867,RPE65
ENSG00000237669.1,-2.632559131,0.289579232,AL671277.2
ENSG00000230613.1,-2.632559131,0.289579232,HM13-AS1
ENSG00000250155.2,-2.632404651,0.285850714,AC008957.1
ENSG00000227014.6,-2.632404651,0.285850714,AC007285.1
ENSG00000134762.17,-2.632404651,0.285850714,DSC3
ENSG00000227220.1,-2.632404651,0.285850714,AL133346.1
ENSG00000235160.2,-2.632404651,0.285850714,LINC02248
ENSG00000259556.2,-2.632404651,0.285850714,AC090971.3
ENSG00000273058.2,-2.632404651,0.285850714,AL359921.2
ENSG00000260236.1,-2.632135536,0.285850714,AC099778.1
ENSG00000235100.4,-2.632135536,0.285850714,AL157400.3
ENSG00000254838.5,-2.632135536,0.285850714,GVINP1
ENSG00000256433.3,-2.632135536,0.285850714,AC005840.2
ENSG00000272973.1,-2.632135536,0.285850714,AP000350.5
ENSG00000279518.1,-2.632135536,0.285850714,AC083843.4
ENSG00000235313.1,-2.631746308,0.289778977,HM13-IT1
ENSG00000204304.12,-2.631045785,1.24E-27,PBX2
ENSG00000128951.14,-2.630793796,1.74E-106,DUT
ENSG00000100749.8,-2.629456157,1.96E-30,VRK1
ENSG00000248079.3,-2.628608174,0.137194147,DPH6-DT
ENSG00000197182.14,-2.628290835,3.41E-09,MIRLET7BHG
ENSG00000250198.3,-2.626298304,4.72E-07,LINC02199
ENSG00000214309.5,-2.61859885,0.000863967,MBLAC1
ENSG00000167695.15,-2.618465157,5.75E-77,TLCD3A
ENSG00000156802.13,-2.61299744,4.60E-102,ATAD2
ENSG00000167325.15,-2.611816372,9.53E-104,RRM1
ENSG00000267216.1,-2.611181931,0.000886112,ZNF8-ERVK3-1
ENSG00000144847.13,-2.609000366,7.56E-80,IGSF11
ENSG00000198554.12,-2.608488019,3.31E-33,WDHD1
ENSG00000205670.11,-2.601243224,0.174086849,SMIM11A
ENSG00000152455.16,-2.601144101,6.20E-34,SUV39H2
ENSG00000074621.14,-2.598674868,8.84E-32,SLC24A1
ENSG00000136732.16,-2.595490648,1.32E-261,GYPC
ENSG00000149636.15,-2.592322182,2.23E-33,DSN1
ENSG00000258881.6,-2.591540658,0.002641392,AC007040.2
ENSG00000245060.8,-2.589112184,1.12E-25,LINC00847
ENSG00000236078.2,-2.588809783,0.033089835,LINC01447
ENSG00000172817.4,-2.584663667,2.54E-119,CYP7B1
ENSG00000259865.1,-2.584374779,0.032016801,AL390728.6
ENSG00000172244.9,-2.581096982,3.62E-07,C5orf34
ENSG00000174428.18,-2.577009105,2.66E-16,GTF2IRD2B
ENSG00000259399.1,-2.575266325,0.042305466,TGIF2-RAB5IF
ENSG00000078295.17,-2.57509469,2.09E-106,ADCY2
ENSG00000105559.12,-2.572605331,8.65E-107,PLEKHA4
ENSG00000183765.22,-2.572315684,1.40E-27,CHEK2
ENSG00000166483.11,-2.570376738,1.08E-26,WEE1
ENSG00000239697.11,-2.569485406,0.069354638,TNFSF12
ENSG00000070614.15,-2.565217026,7.84E-227,NDST1
ENSG00000132000.13,-2.563626977,0.069764959,PODNL1
ENSG00000261423.1,-2.563626977,0.069764959,TMEM202-AS1
ENSG00000111261.14,-2.557713101,0.00227039,MANSC1
ENSG00000148143.13,-2.556189366,1.68E-23,ZNF462
ENSG00000128342.5,-2.555731151,1.98E-12,LIF
ENSG00000134986.13,-2.550625414,1.83E-79,NREP
ENSG00000064225.12,-2.549079504,2.96E-57,ST3GAL6
ENSG00000182551.14,-2.54786278,8.76E-151,ADI1
ENSG00000132357.14,-2.545889081,3.07E-05,CARD6
ENSG00000109654.15,-2.543483375,0,TRIM2
ENSG00000176208.9,-2.543417281,3.91E-08,ATAD5
ENSG00000108312.15,-2.543363419,2.37E-94,UBTF
ENSG00000188985.6,-2.540473474,6.48E-05,DHFRP1
ENSG00000249115.9,-2.532510277,6.67E-14,HAUS5
ENSG00000103174.13,-2.529510139,4.97E-29,NAGPA
ENSG00000115474.7,-2.529504881,0.158206038,KCNJ13
ENSG00000229950.1,-2.528679524,0.000152645,TFAP2A-AS1
ENSG00000234390.4,-2.525707725,0.039903983,USP27X-AS1
ENSG00000254726.3,-2.517268848,8.01E-17,MEX3A
ENSG00000156876.10,-2.517042902,1.27E-12,SASS6
ENSG00000213563.7,-2.516270054,4.87E-50,C8orf82
ENSG00000108557.19,-2.515926656,1.84E-145,RAI1
ENSG00000196739.15,-2.515219252,6.45E-13,COL27A1
ENSG00000172578.12,-2.512955709,0.005401109,KLHL6
ENSG00000100599.16,-2.510003188,7.81E-26,RIN3
ENSG00000237380.7,-2.508559572,2.23E-08,HOXD-AS2
ENSG00000076770.14,-2.505082829,1.62E-17,MBNL3
ENSG00000101412.13,-2.501911622,5.32E-39,E2F1
ENSG00000262136.1,-2.501883636,0.091532396,AC092115.3
ENSG00000118292.9,-2.495502522,0.082193799,C1orf54
